id,title,subtitle,description,short_description,syllabus,url,slug,difficulty,created,date_modified,date_published,available,end_date,typical_learning_time,rating,price,new,language,format,license,venue
yWjlOBnoEeWg_RJGAuFGjw,"Data Warehouse Concepts, Design, and Data Integration",NULL,"This is the second course in the Data Warehousing for Business Intelligence specialization. Ideally, the courses should be taken in sequence.\n\nIn this course, you will learn exciting concepts and skills for designing data warehouses and creating data integration workflows. \nThese are fundamental skills for data warehouse developers and administrators. You will have hands-on experience for data warehouse design and use open source products for manipulating pivot tables and creating data integration workflows.You will also gain conceptual background about maturity models, architectures, multidimensional models, and management practices, providing an organizational perspective about data warehouse development. If you are currently a business or information technology professional and want to become a data warehouse designer or administrator, this course will give you the knowledge and skills to do that. By the end of the course, you will have the design experience, software background, and organizational context that prepares you to succeed with data warehouse development projects.  \n\nIn this course, you will create data warehouse designs and data integration workflows that satisfy the business intelligence needs of organizations. When you’re done with this course, you’ll be able to:\n   * Evaluate an organization for data warehouse maturity and business architecture alignment;\n   * Create a data warehouse design and reflect on alternative design methodologies and design goals;\n   * Create data integration workflows using prominent open source software;\n   * Reflect on the role of change data, refresh constraints, refresh frequency trade-offs, and data quality goals in data integration process design; and\n   * Perform operations on pivot tables to satisfy typical business analysis requests using prominent open source software",NULL,NULL,http://www.coursera.org/learn/dwdesign,dwdesign,NULL,NULL,NULL,NULL,NULL,NULL,,NULL,Free,NULL,en,MOOC,"Coursera specific license",Coursera
C-WALZ3LEeWVBgpelZA5Jw,"Decision-Making and Scenarios",NULL,"This course is designed to show you how use quantitative models to transform data into better business decisions. You’ll learn both how to use models to facilitate decision-making and also how to structure decision-making for optimum results. Two of Wharton’s most acclaimed professors will show you the step-by-step processes of modeling common business and financial scenarios, so you can significantly improve your ability to structure complex problems and derive useful insights about alternatives. Once you’ve created models of existing realities, possible risks, and alternative scenarios, you can determine the best solution for your business or enterprise, using the decision-making tools and techniques you’ve learned in this course.",NULL,NULL,http://www.coursera.org/learn/wharton-decision-making-scenarios,wharton-decision-making-scenarios,NULL,NULL,NULL,NULL,NULL,NULL,,NULL,Free,NULL,en,MOOC,"Coursera specific license",Coursera
v1-3219,"Understanding China, 1700-2000: A Data Analytic Approach, Part 2",NULL,"The purpose of this course is to summarize new directions in Chinese history and social science produced by the creation and analysis of big historical datasets based on newly opened Chinese archival holdings, and to organize this knowledge in a framework that encourages learning about China in comparative perspective.",NULL,NULL,http://www.coursera.org/course/newchinahistory2,newchinahistory2,NULL,NULL,NULL,NULL,NULL,NULL,"3-4 hours/week",NULL,Free,NULL,en,MOOC,"Coursera specific license",Coursera
v1-94,"Artificial Intelligence Planning",NULL,"The course aims to provide a foundation in artificial intelligence techniques for planning, with an overview of the wide spectrum of different problems and approaches, including their underlying theory and their applications.",NULL,NULL,http://www.coursera.org/course/aiplan,aiplan,NULL,NULL,NULL,NULL,NULL,NULL,"3-8 hours/week",NULL,Free,NULL,en,MOOC,"Coursera specific license",Coursera
9Lnb6D6NEeWBrBIWi3mmCw,"Machine Learning With Big Data",NULL,"Want to learn the basics of large-scale data processing? Need to make predictive models but don’t know the right tools? This course will introduce you to open source tools you can use for parallel, distributed and scalable machine learning.  After completing this course’s hands-on projects with KNIME and Spark, you will be able to train, evaluate, and validate basic predictive models. You will be able to describe and apply common clustering techniques and classification algorithms.",NULL,NULL,http://www.coursera.org/learn/machinelearningwithbigdata,machinelearningwithbigdata,NULL,NULL,NULL,NULL,NULL,NULL,"4 Weeks, 3 - 4 hours per week",NULL,Free,NULL,en,MOOC,"Coursera specific license",Coursera
v1-2354,"Big Data Analytics for Healthcare",NULL,"We introduce the characteristics and related analytic challenges on dealing with clinical data from electronic health records. Many of those insights come from medical informatics community and data mining/machine learning community. There are three thrusts in this course: Application, Algorithm and System",NULL,NULL,http://www.coursera.org/course/bigdataanalytics,bigdataanalytics,NULL,NULL,NULL,NULL,NULL,NULL,,NULL,Free,NULL,en,MOOC,"Coursera specific license",Coursera
nvfMcDxTEeW7GArkqhNhJw,"Capstone: Analyzing (Social) Network Data",NULL,"In this capstone project we’ll combine  all of the skills from all four specialization courses to do something really fun: analyze social networks!  \n\nThe opportunities for learning are practically endless in a social network.  Who are the “influential” members of the network?  What are the sub-communities in the network?   Who is connected to whom, and by how many links?   These are just some of the questions you can explore in this project.\n\nWe will provide you with a real-world data set and some infrastructure for getting started, as well as some warm up tasks and basic project requirements, but then it’ll be up to you where you want to take the project.  If you’re running short on ideas, we’ll have several suggested directions that can help get your creativity and imagination going.  Finally, to integrate the skills you acquired in course 4 (and to show off your project!) you will be asked to create a video showcase of your final product.",NULL,NULL,http://www.coursera.org/learn/intermediate-programming-capstone,intermediate-programming-capstone,NULL,NULL,NULL,NULL,NULL,NULL,,NULL,Free,NULL,en,MOOC,"Coursera specific license",Coursera
tAfppJ3KEeWoKRLkmmHLTQ,"Introduction to Spreadsheets and Models",NULL,"The simple spreadsheet is one of the most powerful data analysis tools that exists, and it’s available to almost anyone. Major corporations and small businesses alike use spreadsheet models to determine where key measures of their success are now, and where they are likely to be in the future. But in order to get the most out of a spreadsheet, you have know how to use it. This course is designed to give you an introduction to basic spreadsheet tools and formulas so that you can begin harness the power of spreadsheets to map the data you have now and to predict the data you may have in the future. Through short, easy-to-follow demonstrations, you’ll learn how to use Excel or Sheets so that you can begin to build models and decision trees in future courses in this Specialization. \nBasic familiarity with, and access to, Excel or Sheets is required.",NULL,NULL,http://www.coursera.org/learn/wharton-introduction-spreadsheets-models,wharton-introduction-spreadsheets-models,NULL,NULL,NULL,NULL,NULL,NULL,,NULL,Free,NULL,en,MOOC,"Coursera specific license",Coursera
Gyll8Zh9EeWZyg6bf_Oxkw,"Algorithms for DNA Sequencing",NULL,"We will learn computational methods -- algorithms and data structures -- for analyzing DNA sequencing data. We will learn a little about DNA, genomics, and how DNA sequencing is used.  We will use Python to implement key algorithms and data structures and to analyze real genomes and DNA sequencing datasets.",NULL,NULL,http://www.coursera.org/learn/dna-sequencing,dna-sequencing,NULL,NULL,NULL,NULL,NULL,NULL,,NULL,Free,NULL,en,MOOC,"Coursera specific license",Coursera
v1-7,"Natural Language Processing",NULL,"In this class, you will learn fundamental algorithms and mathematical models for processing natural language, and how these can be used to solve practical problems.",NULL,NULL,http://www.coursera.org/course/nlp,nlp,NULL,NULL,NULL,NULL,NULL,NULL,"8-10 hours/week",NULL,Free,NULL,en,MOOC,"Coursera specific license",Coursera
sxQd3zI6EeWtEArDRuZAUQ,"Communicating Data Science Results",NULL,"Important note: The second assignment in this course covers the topic of Graph Analysis in the Cloud, in which you will use Elastic MapReduce and the Pig language to perform graph analysis over a moderately large dataset, about 600GB. In order to complete this assignment, you will need to make use of Amazon Web Services (AWS). Amazon has generously offered to provide up to $50 in free AWS credit to each learner in this course to allow you to complete the assignment. Further details regarding the process of receiving this credit are available in the welcome message for the course, as well as in the assignment itself. Please note that Amazon, University of Washington, and Coursera cannot reimburse you for any charges if you exhaust your credit.\n\nWhile we believe that this assignment contributes an excellent learning experience in this course, we understand that some learners may be unable or unwilling to use AWS. We are unable to issue Course Certificates for learners who do not complete the assignment that requires use of AWS. As such, you should not pay for a Course Certificate in Communicating Data Results if you are unable or unwilling to use AWS, as you will not be able to successfully complete the course without doing so.\n\nMaking predictions is not enough!  Effective data scientists know how to explain and interpret their results, and communicate findings accurately to stakeholders to inform business decisions.  Visualization is the field of research in computer science that studies effective communication of quantitative results by linking perception, cognition, and algorithms to exploit the enormous bandwidth of the human visual cortex.  In this course you will learn to recognize, design, and use effective visualizations.\n\nJust because you can make a prediction and convince others to act on it doesn’t mean you should.  In this course you will explore the ethical considerations around big data and how these considerations are beginning to influence policy and practice.   You will learn the foundational limitations of using technology to protect privacy and the codes of conduct emerging to guide the behavior of data scientists.  You will also learn the importance of reproducibility in data science and how the commercial cloud can help support reproducible research even for experiments involving massive datasets, complex computational infrastructures, or both.\n\nLearning Goals: After completing this course, you will be able to:\n1. Design and critique visualizations\n2. Explain the state-of-the-art in privacy, ethics, governance around big data and data science\n3. Use cloud computing to analyze large datasets in a reproducible way.",NULL,NULL,http://www.coursera.org/learn/data-results,data-results,NULL,NULL,NULL,NULL,NULL,NULL,,NULL,Free,NULL,en,MOOC,"Coursera specific license",Coursera
EGOMPEacEeWcUBKKSpC5MQ,"Data Science at Scale - Capstone Project",NULL,"In the capstone, students will engage on a real world project requiring them to apply skills from the entire data science pipeline: preparing, organizing, and transforming data, constructing a model, and evaluating results.    Through a collaboration with Coursolve, each Capstone project is associated with partner stakeholders who have a vested interest in your results and are eager to deploy them in practice.  These projects will not be straightforward and the outcome is not prescribed -- you will need to tolerate ambiguity and negative results!  But we believe the experience will be rewarding and will better prepare you for data science projects in practice.",NULL,NULL,http://www.coursera.org/learn/datasci-capstone,datasci-capstone,NULL,NULL,NULL,NULL,NULL,NULL,,NULL,Free,NULL,en,MOOC,"Coursera specific license",Coursera
GdzorjsjEeWFSA6UPWxRyQ,"Graph Analytics for Big Data",NULL,"Want to understand your data network structure and how it changes under different conditions? Curious to know how to identify closely interacting clusters within a graph? Have you heard of the fast-growing area of graph analytics and want to learn more? This course gives you a broad overview of the field of graph analytics so you can learn new ways to model, store, retrieve and analyze graph-structured data.\n\nAfter completing this course, you will be able to model a problem into a graph database and perform analytical tasks over the graph in a scalable manner.  Better yet, you will be able to apply these techniques to understand the significance of your data sets for your own projects.",NULL,NULL,http://www.coursera.org/learn/graph-analytics,graph-analytics,NULL,NULL,NULL,NULL,NULL,NULL,"4 Weeks, 3 - 5 hours per week",NULL,Free,NULL,en,MOOC,"Coursera specific license",Coursera
YfjiOHROEeWLqw7zlLhRzQ,"Statistical Inference",NULL,"Statistical inference is the process of drawing conclusions about populations or scientific truths from data. There are many modes of performing inference including statistical modeling, data oriented strategies and explicit use of designs and randomization in analyses. Furthermore, there are broad theories (frequentists, Bayesian, likelihood, design based, …) and numerous complexities (missing data, observed and unobserved confounding, biases) for performing inference. A practitioner can often be left in a debilitating maze of techniques, philosophies and nuance. This course presents the fundamentals of inference in a practical approach for getting things done. After taking this course, students will understand the broad directions of statistical inference and use this information for making informed choices in analyzing data.",NULL,NULL,http://www.coursera.org/learn/statistical-inference,statistical-inference,NULL,NULL,NULL,NULL,NULL,NULL,,NULL,Free,NULL,en,MOOC,"Coursera specific license",Coursera
UJ9ZVUagEeWg8Q7YVWmVfw,"Executive Data Science Capstone",NULL,"The Executive Data Science Capstone, the specialization’s culminating project, is an opportunity for people who have completed all four EDS courses to apply what theyve learned to a real-world scenario developed in collaboration with Zillow, a data-driven online real estate and rental marketplace, and DataCamp, a web-based platform for data science programming. Your task will be to lead a virtual data science team and make key decisions along the way to demonstrate that you have what it takes to shepherd a complex analysis project from start to finish.  For the final project, you will prepare and submit a presentation, which will be evaluated and graded by your fellow capstone participants.\n\nCourse cover image by Luckey_sun. Creative Commons BY-SA https://flic.kr/p/bx1jvU",NULL,NULL,http://www.coursera.org/learn/executive-data-science-capstone,executive-data-science-capstone,NULL,NULL,NULL,NULL,NULL,NULL,"1 week of study, 4-6 hours",NULL,Free,NULL,en,MOOC,"Coursera specific license",Coursera
v1-1032,Probability,NULL,"How should we interpret chance around us?  Watch beautiful mathematical ideas emerge in a glorious historical tapestry as we discover key concepts in probability, perhaps as they might first have been unearthed, and illustrate their sway with vibrant applications taken from history and the world around.",NULL,NULL,http://www.coursera.org/course/probability,probability,NULL,NULL,NULL,NULL,NULL,NULL,"4-5 hours/week",NULL,Free,NULL,en,MOOC,"Coursera specific license",Coursera
QAzkbDGwEeWNuhKLAhom_w,"Increasing Real Estate Management Profits: Harnessing Data Analytics",NULL,"In this Capstone project you will use data analysis to recommend a method for improving profits for your company, Watershed Property Management, Inc. Watershed is responsible for managing thousands of residential rental properties throughout the United States. Your job is to persuade both Watershed’s management team and its current clients to pursue a new strategy for managing properties that will increase their profits. To do this, you will:\n \n--Draw upon your new MySQL database skills to extract business metrics from a real-world real estate demographics database.  \n--Implement data analysis in Excel to identify the best opportunities for Watershed to increase revenue, maximize profits, and reduce risk.\n--Articulate a significant and innovative business process change for Watershed based on your data analysis, that you will recommend to company executives.\n--Storyboard the goal and rationale behind your business process change recommendation, focusing on critical business metrics.\n--Create data visualizations with Tableau that illustrate your storyboarded arguments.\n--Design and present a professional quality PowerPoint presentation that will persuade Watershed management to follow your vision for the future.",NULL,NULL,http://www.coursera.org/learn/analytics-capstone,analytics-capstone,NULL,NULL,NULL,NULL,NULL,NULL,,NULL,Free,NULL,en,MOOC,"Coursera specific license",Coursera
v1-225,"Natural Language Processing",NULL,"Have you ever wondered how to build a system that automatically translates between languages? Or a system that can understand natural language instructions from a human?  This class will cover the fundamentals of mathematical and computational models of language, and the application of these models to key problems in natural language processing.",NULL,NULL,http://www.coursera.org/course/nlangp,nlangp,NULL,NULL,NULL,NULL,NULL,NULL,"8-10 hours/week",NULL,Free,NULL,en,MOOC,"Coursera specific license",Coursera
v1-2613,"Applied Regression Analysis",NULL,"Regression modeling is the standard method for analysis of continuous\nresponse data. This course provides theoretical and practical training in statistical\nmodeling with particular emphasis on linear and multiple regression.",NULL,NULL,http://www.coursera.org/course/appliedregression,appliedregression,NULL,NULL,NULL,NULL,NULL,NULL,"1-5 hours/week",NULL,Free,NULL,en,MOOC,"Coursera specific license",Coursera
v1-2424,"Statistical Reasoning for Public Health 2: Regression Methods",NULL,"A practical and example filled tour of simple and multiple regression techniques (linear, logistic, and Cox PH) for estimation, adjustment and prediction.",NULL,NULL,http://www.coursera.org/course/statreasoning2,statreasoning2,NULL,NULL,NULL,NULL,NULL,NULL,"3-5 hours/week",NULL,Free,NULL,en,MOOC,"Coursera specific license",Coursera
zfksZy_FEeWWqBIFfWmDPQ,"Data Manipulation at Scale: Systems and Algorithms",NULL,"Data analysis has replaced data acquisition as the bottleneck to evidence-based decision making --- we are drowning in it.  Extracting knowledge from large, heterogeneous, and noisy datasets requires not only powerful computing resources, but the programming abstractions to use them effectively.  The abstractions that emerged in the last decade blend ideas from parallel databases, distributed systems, and programming languages to create a new class of scalable data analytics platforms that form the foundation for data science at realistic scales.\n\nIn this course, you will learn the landscape of relevant systems, the principles on which they rely, their tradeoffs, and how to evaluate their utility against your requirements. You will learn how practical systems were derived from the frontier of research in computer science and what systems are coming on the horizon.   Cloud computing, SQL and NoSQL databases, MapReduce and the ecosystem it spawned, Spark and its contemporaries, and specialized systems for graphs and arrays will be covered.\n\nYou will also learn the history and context of data science, the skills, challenges, and methodologies the term implies, and how to structure a data science project.  At the end of this course, you will be able to:\n\nLearning Goals: \n1. Describe common patterns, challenges, and approaches associated with data science projects, and what makes them different from projects in related fields.\n2. Identify and use the programming models associated with scalable data manipulation, including relational algebra, mapreduce, and other data flow models.\n3. Use database technology adapted for large-scale analytics, including the concepts driving parallel databases, parallel query processing, and in-database analytics\n4. Evaluate key-value stores and NoSQL systems, describe their tradeoffs with comparable systems, the details of important examples in the space, and future trends.\n5. “Think” in MapReduce to effectively write algorithms for systems including Hadoop and Spark.  You will understand their limitations, design details, their relationship to databases, and their associated ecosystem of algorithms, extensions, and languages.\nwrite programs in Spark\n6. Describe the landscape of specialized Big Data systems for graphs, arrays, and streams",NULL,NULL,http://www.coursera.org/learn/data-manipulation,data-manipulation,NULL,NULL,NULL,NULL,NULL,NULL,"4 weeks of study, 6-8 hours/week",NULL,Free,NULL,en,MOOC,"Coursera specific license",Coursera
v1-106,"Introduction to Data Science",NULL,"Join the data revolution. Companies are searching for data scientists. This specialized field demands multiple skills not easy to obtain through conventional curricula. Introduce yourself to the basics of data science and leave armed with practical experience extracting value from big data. #uwdatasci",NULL,NULL,http://www.coursera.org/course/datasci,datasci,NULL,NULL,NULL,NULL,NULL,NULL,"10-12 hours/week",NULL,Free,NULL,en,MOOC,"Coursera specific license",Coursera
yKb2o0ehEeWk9g4dP2hYVQ,"People Analytics",NULL,"People analytics is a data-driven approach to managing people at work. For the first time in history, business leaders can make decisions about their people based on deep analysis of data rather than the traditional methods of personal relationships, decision making based on experience, and risk avoidance. In this brand new course, three of Wharton’s top professors, all pioneers in the field of people analytics, will explore the state-of-the-art techniques used to recruit and retain great people, and demonstrate how these techniques are used at cutting-edge companies. They’ll explain how data and sophisticated analysis is brought to bear on people-related issues, such as recruiting, performance evaluation, leadership, hiring and promotion, job design, compensation, and collaboration. By the end of this course, you’ll understand how and when hard data is used to make soft-skill decisions about hiring and talent development, so that you can position yourself as a strategic partner in your company’s talent management decisions. Organizations flourish when the people who work in them flourish. Analytics can help make both happen. This course in People Analytics is designed to help you flourish in your career, too.",NULL,NULL,http://www.coursera.org/learn/wharton-people-analytics,wharton-people-analytics,NULL,NULL,NULL,NULL,NULL,NULL,"4 weeks of study, 1-2 hours/week",NULL,Free,NULL,en,MOOC,"Coursera specific license",Coursera
v1-171,"Machine Learning",NULL,"Why write programs when the computer can instead learn them from data? In this class you will learn how to make this happen, from the simplest machine learning algorithms to quite sophisticated ones. Enjoy!",NULL,NULL,http://www.coursera.org/course/machlearning,machlearning,NULL,NULL,NULL,NULL,NULL,NULL,"5-7 hours/week",NULL,Free,NULL,en,MOOC,"Coursera specific license",Coursera
3j8WjTxDEeW0tw4knrMo3Q,"Hadoop Platform and Application Framework",NULL,"This course is for novice programmers or business people whod like to understand the core tools used to wrangle and analyze big data. With no prior experience, youll have the opportunity to walk through hands-on examples with Hadoop and Spark frameworks, two of the most common in the industry. You will be comfortable explaining the specific components and basic processes of the Hadoop architecture, software stack, and execution environment.   In the assignments you will be guided in how data scientists apply the important concepts and techniques, such as Map-Reduce that are used to solve fundamental problems in big data.  Youll feel empowered to have conversations about big data and the data analysis processes.",NULL,NULL,http://www.coursera.org/learn/hadoop,hadoop,NULL,NULL,NULL,NULL,NULL,NULL,"5 weeks of study, 1-2 hours/week",NULL,Free,NULL,en,MOOC,"Coursera specific license",Coursera
v1-2298,"Pattern Discovery in Data Mining",NULL,"Learn the basic concepts of data mining and dive deep into pattern discovery methods and their applications.",NULL,NULL,http://www.coursera.org/course/patterndiscovery,patterndiscovery,NULL,NULL,NULL,NULL,NULL,NULL,"4-6 hours/week",NULL,Free,NULL,en,MOOC,"Coursera specific license",Coursera
eQJvsjn9EeWJaxK5AT4frw,"Using Databases with Python",NULL,"This course will introduce students to the basics of the Structured Query Language (SQL) as well as basic database design for storing data as part of a multi-step data gathering, analysis, and processing effort.  The course will use SQLite3 as its database.  We will also build web crawlers and multi-step data gathering and visualization processes.  We will use the D3.js library to do basic data visualization.  This course will cover Chapters 14-15 of the book “Python for Informatics”. To succeed in this course, you should be familiar with the material covered in Chapters 1-13 of the textbook and the first three courses in this specialization.",NULL,NULL,http://www.coursera.org/learn/python-databases,python-databases,NULL,NULL,NULL,NULL,NULL,NULL,"5 weeks of study, 2-3 hours/week",NULL,Free,NULL,en,MOOC,"Coursera specific license",Coursera
v1-38,"Social Network Analysis",NULL,"This course will use social network analysis, both its theory and computational tools, to make sense of the social and information networks that have been fueled and rendered accessible by the internet.",NULL,NULL,http://www.coursera.org/course/sna,sna,NULL,NULL,NULL,NULL,NULL,NULL,"5-7 hours/week (8-10 if completing additional programming exercises)",NULL,Free,NULL,en,MOOC,"Coursera specific license",Coursera
v1-2300,"Cluster Analysis in Data Mining",NULL,"Learn how to take scattered data and organize it into groups for use in many applications, such as market analysis and biomedical data analysis, or as a pre-processing step for many data mining tasks.",NULL,NULL,http://www.coursera.org/course/clusteranalysis,clusteranalysis,NULL,NULL,NULL,NULL,NULL,NULL,"4-6 hours/week",NULL,Free,NULL,en,MOOC,"Coursera specific license",Coursera
aPvqvZlYEeWQGBKrxISOrQ,"Genomic Data Science with Galaxy",NULL,"Learn to use the tools that are available from the Galaxy Project. This is the second course in the Genomic Big Data Science Specialization.",NULL,NULL,http://www.coursera.org/learn/galaxy-project,galaxy-project,NULL,NULL,NULL,NULL,NULL,NULL,,NULL,Free,NULL,en,MOOC,"Coursera specific license",Coursera
ow0AdTeOEeWnxw5wP_KHTw,"Capstone:  Create Value from Open Data",NULL,"The Capstone project is an individual assignment.\nParticipants decide the theme they want to explore and define the issue they want to solve.Their “playing field” should provide data from various sectors (such as farming and nutrition, culture, economy and employment, Education & Research, International & Europe, Housing, Sustainable, Development & Energies, Health & Social, Society, Territories & Transport). Participants are encouraged to mix the different fields and leverage the existing information with other (properly sourced) open data sets.\n\nDuring Step One, “Project Objectives Qualification and Identification of the Data Sets”, participants should explore the data set and define fix their objectives: they will have to define the what and why, which issue they want to solve and why it should provide added value for authorities or any specific organisation. \nStep Two, “Project Scope identification”, should allow participants to define the analysis framework: how the data sets should be explored.\nIn Step Three, “Main Findings Presentation and Conclusions Preparation”, participants will be asked to define the intermediary outputs and adjustments to the analysis framework. In other words, they will have to confirm the “how” and the relevancy of the initial results.\nStep Four, “Conclusions and Recommendations”, would be focused on presenting the final outputs and value case to the other participants.\n\nAssessment and grading: the participants will present their results to their peers on a regular basis. An evaluation framework will be provided for the participants to assess the quality of each other’s deliverables.",NULL,NULL,http://www.coursera.org/learn/strategic-business-analytics-capstone,strategic-business-analytics-capstone,NULL,NULL,NULL,NULL,NULL,NULL,,NULL,Free,NULL,en,MOOC,"Coursera specific license",Coursera
v1-3,"Probabilistic Graphical Models",NULL,"In this class, you will learn the basics of the PGM representation and how to construct them, using both human knowledge and machine learning techniques.",NULL,NULL,http://www.coursera.org/course/pgm,pgm,NULL,NULL,NULL,NULL,NULL,NULL,"15-20 hours/week",NULL,Free,NULL,en,MOOC,"Coursera specific license",Coursera
7gLccRnoEeWjrA6seF25aw,"Business Intelligence Concepts, Tools, and Applications",NULL,"This is the fourth course in the Data Warehouse for Business Intelligence specialization. Ideally, the courses should be taken in sequence.  In this course, you will gain the knowledge and skills for using data warehouses for business intelligence purposes and for working as a business intelligence developer. You’ll have the opportunity to work with large data sets in a data warehouse environment and will learn the use of MicroStrategys Online Analytical Processing (OLAP) and Visualization capabilities to create visualizations and dashboards. \n\nThe course gives an overview of how business intelligence technologies can support decision making across any number of business sectors. These technologies have had a profound impact on corporate strategy, performance, and competitiveness and broadly encompass  decision support systems, business intelligence systems, and visual analytics. Modules are organized around the business intelligence concepts, tools, and applications, and the use of data warehouse for business reporting and online analytical processing, for creating visualizations and dashboards, and for business performance management and descriptive analytics.",NULL,NULL,http://www.coursera.org/learn/business-intelligence-tools,business-intelligence-tools,NULL,NULL,NULL,NULL,NULL,NULL,"5 weeks of study, 3-5 hours/week",NULL,Free,NULL,en,MOOC,"Coursera specific license",Coursera
v1-25,"Statistics One",NULL,"Statistics One is a comprehensive yet friendly introduction to statistics.",NULL,NULL,http://www.coursera.org/course/stats1,stats1,NULL,NULL,NULL,NULL,NULL,NULL,"5-8 hours/week",NULL,Free,NULL,en,MOOC,"Coursera specific license",Coursera
mxdq5kIJEeWC4g7VhG4bTQ,"Machine Learning: Regression",NULL,"Case Study - Predicting Housing Prices\n\nIn our first case study, predicting house prices, you will create models that predict a continuous value (price) from input features (square footage, number of bedrooms and bathrooms,...).  This is just one of the many places where regression can be applied.  Other applications range from predicting health outcomes in medicine, stock prices in finance, and power usage in high-performance computing, to analyzing which regulators are important for gene expression.\n\nIn this course, you will explore regularized linear regression models for the task of prediction and feature selection.  You will be able to handle very large sets of features and select between models of various complexity.  You will also analyze the impact of aspects of your data -- such as outliers -- on your selected models and predictions.  To fit these models, you will implement optimization algorithms that scale to large datasets.\n\nLearning Outcomes:  By the end of this course, you will be able to:\n   -Describe the input and output of a regression model.\n   -Compare and contrast bias and variance when modeling data.\n   -Estimate model parameters using optimization algorithms.\n   -Tune parameters with cross validation.\n   -Analyze the performance of the model.\n   -Describe the notion of sparsity and how LASSO leads to sparse solutions.\n   -Deploy methods to select between models.\n   -Exploit the model to form predictions. \n   -Build a regression model to predict prices using a housing dataset.\n   -Implement these techniques in Python.",NULL,NULL,http://www.coursera.org/learn/ml-regression,ml-regression,NULL,NULL,NULL,NULL,NULL,NULL,"6 weeks of study, 5-8 hours/week",NULL,Free,NULL,en,MOOC,"Coursera specific license",Coursera
v1-1975,"Introduction to Statistics for the Social Sciences",NULL,"This course exposes students to the logic of statistical reasoning and its application in the quantitative social sciences. It is meant as a thorough but accessible introduction to the topics of descriptive statistics, probability theory, and statistical inference with hands-on exercises.",NULL,NULL,http://www.coursera.org/course/statistics101,statistics101,NULL,NULL,NULL,NULL,NULL,NULL,"2-4 hours/week",NULL,Free,NULL,en,MOOC,"Coursera specific license",Coursera
8H8wFp3KEeWoKRLkmmHLTQ,"Modeling Risk and Realities",NULL,"Useful quantitative models help you to make informed decisions both in situations in which the factors affecting your decision are clear, as well as in situations in which some important factors are not clear at all. In this course, you can learn how to create quantitative models to reflect complex realities, and how to include in your model elements of risk and uncertainty. You’ll also learn the methods for creating predictive models for identifying optimal choices; and how those choices change in response to changes in the model’s assumptions. You’ll also learn the basics of the measurement and management of risk. By the end of this course, you’ll be able to build your own models with your own data, so that you can begin making data-informed decisions. You’ll also be prepared for the next course in the Specialization.",NULL,NULL,http://www.coursera.org/learn/wharton-risk-models,wharton-risk-models,NULL,NULL,NULL,NULL,NULL,NULL,,NULL,Free,NULL,en,MOOC,"Coursera specific license",Coursera
MMnLaEEjEeWKOBLv1z6n9w,"Data Science in Real Life",NULL,"Have you ever had the perfect data science experience? The data pull went perfectly. There were no merging errors or missing data. Hypotheses were clearly defined prior to analyses. Randomization was performed for the treatment of interest. The analytic plan was outlined prior to analysis and followed exactly. The conclusions were clear and actionable decisions were obvious. Has that every happened to you? Of course not. Data analysis in real life is messy. How does one manage a team facing real data analyses? In this one-week course, we contrast the ideal with what happens in real life. By contrasting the ideal, you will learn key concepts that will help you manage real life analyses. \n\nThis is a focused course designed to rapidly get you up to speed on doing data science in real life. Our goal was to make this as convenient as possible for you without sacrificing any essential content. Weve left the technical information aside so that you can focus on managing your team and moving it forward.\n\nAfter completing this course you will know how to:\n\n1, Describe the “perfect” data science experience\n2. Identify strengths and weaknesses in experimental designs\n3. Describe possible pitfalls when pulling / assembling data and learn solutions for managing data pulls.\n4. Challenge statistical modeling assumptions and drive feedback to data analysts\n5. Describe common pitfalls in communicating data analyses\n6. Get a glimpse into a day in the life of a data analysis manager.\n\nThe course will be taught at a conceptual level for active managers of data scientists and statisticians.  Some key concepts being discussed include:\n1. Experimental design, randomization, A/B testing\n2. Causal inference, counterfactuals, \n3. Strategies for managing data quality.\n4. Bias and confounding\n5. Contrasting machine learning versus classical statistical inference\n\nCourse promo:\nhttps://www.youtube.com/watch?v=9BIYmw5wnBI\n\nCourse cover image by Jonathan Gross. Creative Commons BY-ND https://flic.kr/p/q1vudb",NULL,NULL,http://www.coursera.org/learn/real-life-data-science,real-life-data-science,NULL,NULL,NULL,NULL,NULL,NULL,"1 week of study, 4-6 hours",NULL,Free,NULL,en,MOOC,"Coursera specific license",Coursera
